User,org:resource,concept:name,Cumulative net worth (EUR),time:timestamp,case:Spend area text,case:Company,case:Document Type,case:Sub spend area text,case:Purchasing Document,case:Purch. Doc. Category name,case:Vendor,case:Item Type,case:Item Category,case:Spend classification text,case:Source,case:Name,case:GR-Based Inv. Verif.,case:Item,case:concept:name,case:Goods Receipt
batch_00,batch_00,SRM: Awaiting Approval,433.0,2018-01-08 10:08:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
batch_00,batch_00,SRM: Document Completed,433.0,2018-01-08 10:08:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,433.0,2018-01-08 10:09:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
batch_00,batch_00,SRM: Ordered,433.0,2018-01-08 10:09:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
user_000,user_000,Create Purchase Order Item,433.0,2018-01-08 10:09:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
batch_00,batch_00,SRM: Change was Transmitted,433.0,2018-01-08 10:09:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
NONE,NONE,Vendor creates invoice,433.0,2018-01-08 22:59:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
NONE,NONE,Vendor creates debit memo,433.0,2018-01-08 22:59:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
user_000,user_000,Record Goods Receipt,433.0,2018-01-19 08:09:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
user_006,user_006,Record Invoice Receipt,433.0,2018-04-03 04:26:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
user_002,user_002,Clear Invoice,433.0,2018-04-05 13:51:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
user_007,user_007,Cancel Invoice Receipt,433.0,2018-08-02 07:15:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
user_007,user_007,Record Invoice Receipt,433.0,2018-08-02 07:17:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
user_007,user_007,Clear Invoice,433.0,2018-08-02 07:19:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,00001,2000000005_00001,True
batch_00,batch_00,SRM: Created,86.0,2018-01-08 09:08:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0004,True,00002,2000000005_00002,True
batch_00,batch_00,SRM: Complete,86.0,2018-01-08 10:08:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0004,True,00002,2000000005_00002,True
batch_00,batch_00,SRM: Awaiting Approval,86.0,2018-01-08 10:08:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0004,True,00002,2000000005_00002,True
batch_00,batch_00,SRM: Document Completed,86.0,2018-01-08 10:08:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0004,True,00002,2000000005_00002,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,86.0,2018-01-08 10:09:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0004,True,00002,2000000005_00002,True
batch_00,batch_00,SRM: Ordered,86.0,2018-01-08 10:09:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0004,True,00002,2000000005_00002,True
user_000,user_000,Create Purchase Order Item,86.0,2018-01-08 10:09:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0004,True,00002,2000000005_00002,True
batch_00,batch_00,SRM: Change was Transmitted,86.0,2018-01-08 10:09:00+00:00,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0004,True,00002,2000000005_00002,True
batch_00,batch_00,SRM: Created,37819.0,2018-01-08 10:33:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
batch_00,batch_00,SRM: Complete,37819.0,2018-01-08 11:33:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
batch_00,batch_00,SRM: Awaiting Approval,37819.0,2018-01-08 11:33:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
batch_00,batch_00,SRM: Document Completed,37819.0,2018-01-08 11:33:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,37819.0,2018-01-08 11:33:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
batch_00,batch_00,SRM: Ordered,37819.0,2018-01-08 11:33:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
batch_00,batch_00,SRM: Change was Transmitted,37819.0,2018-01-08 11:33:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
user_000,user_000,Create Purchase Order Item,37819.0,2018-01-08 11:33:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
NONE,NONE,Vendor creates invoice,37819.0,2018-01-08 22:59:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
user_000,user_000,Record Goods Receipt,37819.0,2018-01-09 09:04:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
NONE,NONE,Record Service Entry Sheet,37819.0,2018-01-09 09:04:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
user_007,user_007,Record Invoice Receipt,37819.0,2018-01-09 11:59:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
user_002,user_002,Clear Invoice,37819.0,2018-02-23 11:14:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
user_003,user_003,SRM: In Transfer to Execution Syst.,37819.0,2019-01-17 10:59:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
user_000,user_000,Change Delivery Indicator,37819.0,2019-01-17 10:59:00+00:00,Marketing,companyID_0000,EC Purchase order,Advertising,2000000006,Purchase order,vendorID_0005,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0005,True,00001,2000000006_00001,True
batch_00,batch_00,SRM: Created,3227.0,2018-01-08 12:12:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
batch_00,batch_00,SRM: Complete,3227.0,2018-01-08 13:12:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
batch_00,batch_00,SRM: Awaiting Approval,3227.0,2018-01-08 13:12:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
batch_00,batch_00,SRM: Document Completed,3227.0,2018-01-08 13:12:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,3227.0,2018-01-08 13:12:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
batch_00,batch_00,SRM: Ordered,3227.0,2018-01-08 13:12:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
batch_00,batch_00,SRM: Change was Transmitted,3227.0,2018-01-08 13:12:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
user_000,user_000,Create Purchase Order Item,3227.0,2018-01-08 13:12:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
NONE,NONE,Vendor creates invoice,3227.0,2018-01-08 22:59:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
user_008,user_008,Record Invoice Receipt,3227.0,2018-01-17 08:11:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
user_000,user_000,Record Goods Receipt,3227.0,2018-02-21 12:53:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
user_006,user_006,Remove Payment Block,3227.0,2018-02-21 12:55:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
user_005,user_005,Clear Invoice,3227.0,2018-03-08 12:22:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,00001,2000000007_00001,True
batch_00,batch_00,SRM: Created,18186.0,2018-01-08 14:36:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
batch_00,batch_00,SRM: Complete,18186.0,2018-01-08 15:36:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
batch_00,batch_00,SRM: Awaiting Approval,18186.0,2018-01-08 15:36:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
batch_00,batch_00,SRM: Document Completed,18186.0,2018-01-08 15:36:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,18186.0,2018-01-08 15:36:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
batch_00,batch_00,SRM: Ordered,18186.0,2018-01-08 15:36:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
batch_00,batch_00,SRM: Change was Transmitted,18186.0,2018-01-08 15:36:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
user_000,user_000,Create Purchase Order Item,18186.0,2018-01-08 15:36:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
NONE,NONE,Vendor creates invoice,18186.0,2018-01-10 22:59:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
user_000,user_000,Record Goods Receipt,18186.0,2018-01-15 11:53:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
NONE,NONE,Record Service Entry Sheet,18186.0,2018-01-15 11:53:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
batch_00,batch_00,Record Invoice Receipt,18186.0,2018-01-17 14:49:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
user_002,user_002,Clear Invoice,18186.0,2018-02-22 15:18:00+00:00,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000008,Purchase order,vendorID_0007,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0007,True,00001,2000000008_00001,True
NONE,NONE,Vendor creates invoice,1039.0,2018-01-02 22:59:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
batch_00,batch_00,SRM: Created,1039.0,2018-01-09 12:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
batch_00,batch_00,SRM: Complete,1039.0,2018-01-09 13:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
batch_00,batch_00,SRM: Awaiting Approval,1039.0,2018-01-09 13:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
batch_00,batch_00,SRM: Document Completed,1039.0,2018-01-09 13:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,1039.0,2018-01-09 13:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
batch_00,batch_00,SRM: Ordered,1039.0,2018-01-09 13:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
user_000,user_000,Create Purchase Order Item,1039.0,2018-01-09 13:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
batch_00,batch_00,SRM: Change was Transmitted,1039.0,2018-01-09 13:14:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
NONE,NONE,Record Service Entry Sheet,1039.0,2018-03-08 07:27:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
user_000,user_000,Record Goods Receipt,1039.0,2018-03-08 07:27:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
user_001,user_001,Record Invoice Receipt,1039.0,2018-03-09 15:47:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
user_005,user_005,Clear Invoice,1039.0,2018-03-15 13:13:00+00:00,CAPEX & SOCS,companyID_0000,EC Purchase order,Laboratory Supplies & Services,2000000009,Purchase order,vendorID_0008,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0008,True,00001,2000000009_00001,True
batch_00,batch_00,SRM: Created,1668264.0,2018-01-09 14:30:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
batch_00,batch_00,SRM: Complete,1668264.0,2018-01-09 15:30:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
batch_00,batch_00,SRM: Awaiting Approval,1668264.0,2018-01-09 15:30:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
batch_00,batch_00,SRM: Document Completed,1668264.0,2018-01-09 15:30:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
batch_00,batch_00,SRM: Ordered,1668264.0,2018-01-09 15:30:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,1668264.0,2018-01-09 15:30:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
batch_00,batch_00,SRM: Change was Transmitted,1668264.0,2018-01-09 15:30:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
user_000,user_000,Create Purchase Order Item,1668264.0,2018-01-09 15:30:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
NONE,NONE,Vendor creates invoice,1668264.0,2018-01-09 22:59:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
user_000,user_000,Record Goods Receipt,1668264.0,2018-01-10 15:11:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
NONE,NONE,Record Service Entry Sheet,1668264.0,2018-01-10 15:11:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
user_011,user_011,Record Invoice Receipt,1668264.0,2018-01-16 09:49:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
user_002,user_002,Clear Invoice,1668264.0,2018-03-29 13:11:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
user_009,user_009,SRM: Created,1668264.0,2018-09-05 09:43:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
user_009,user_009,SRM: Complete,1668264.0,2018-09-05 11:44:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
user_009,user_009,SRM: Awaiting Approval,1668264.0,2018-09-05 11:44:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
user_009,user_009,SRM: Document Completed,1668264.0,2018-09-05 11:44:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
batch_00,batch_00,SRM: Ordered,1668264.0,2018-09-05 14:34:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
batch_00,batch_00,SRM: In Transfer to Execution Syst.,1668264.0,2018-09-05 14:34:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
batch_00,batch_00,SRM: Deleted,1668264.0,2018-09-05 14:34:00+00:00,Marketing,companyID_0000,EC Purchase order,Digital Marketing,2000000010,Purchase order,vendorID_0009,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0009,True,00001,2000000010_00001,True
